1, 1.64745, 0.005
2, 0.67612, 0.005
3, 0.60144, 0.005
4, 0.45983, 0.005
5, 0.38626, 0.005
6, 0.31342, 0.005
7, 0.27817, 0.005
8, 0.25871, 0.005
9, 0.23013, 0.005
10, 0.21660, 0.005
11, 0.20631, 0.005
12, 0.15223, 0.005
13, 0.15418, 0.005
14, 0.13141, 0.005
15, 0.13324, 0.005
16, 0.11615, 0.005
17, 0.14218, 0.005
18, 0.10399, 0.005
19, 0.11199, 0.005
20, 0.07844, 0.005
21, 0.10782, 0.005
22, 0.08508, 0.005
23, 0.08695, 0.005
24, 0.06963, 0.005
25, 0.06698, 0.005
26, 0.05578, 0.005
27, 0.04813, 0.005
28, 0.08068, 0.005
29, 0.08489, 0.005
30, 0.06802, 0.005
31, 0.04766, 0.005
32, 0.06348, 0.005
33, 0.05455, 0.005
34, 0.03642, 0.005
35, 0.05420, 0.005
36, 0.07200, 0.005
37, 0.05584, 0.005
38, 0.03988, 0.005
39, 0.05112, 0.005
40, 0.04162, 0.005
41, 0.04197, 0.005
42, 0.03503, 0.005
43, 0.06048, 0.005
44, 0.04266, 0.005
45, 0.03802, 0.005
46, 0.04273, 0.005
47, 0.03716, 0.005
48, 0.05129, 0.005
49, 0.06286, 0.005
50, 0.05739, 0.005
51, 0.05439, 0.005
52, 0.04215, 0.005
53, 0.04619, 0.005
54, 0.03441, 0.005
55, 0.02980, 0.005
56, 0.05190, 0.005
57, 0.05434, 0.005
58, 0.06287, 0.005
59, 0.04810, 0.005
60, 0.04918, 0.005
61, 0.02574, 0.005
62, 0.03777, 0.005
63, 0.04077, 0.005
64, 0.02944, 0.005
65, 0.04079, 0.005
66, 0.04291, 0.005
67, 0.05438, 0.005
68, 0.04916, 0.005
69, 0.02731, 0.005
70, 0.05132, 0.005
71, 0.05571, 0.005
72, 0.03281, 0.005
73, 0.03768, 0.005
74, 0.05147, 0.005
75, 0.03560, 0.005
76, 0.05422, 0.005
77, 0.03195, 0.005
78, 0.04298, 0.005
79, 0.02792, 0.005
80, 0.04420, 0.005
81, 0.02846, 0.005
82, 0.04817, 0.005
83, 0.02847, 0.005
84, 0.03750, 0.005
85, 0.03752, 0.005
86, 0.05606, 0.005
87, 0.04685, 0.005
88, 0.03818, 0.005
89, 0.03831, 0.005
90, 0.04269, 0.005
91, 0.04973, 0.005
92, 0.03431, 0.005
93, 0.04050, 0.005
94, 0.03666, 0.005
95, 0.04107, 0.005
96, 0.03625, 0.005
97, 0.03068, 0.005
98, 0.03152, 0.005
